,HCC1954_BrM2b_1,HCC1954_BrM2b_2,HCC1954_Parental_1,HCC1954_Parental_2,HCC1954_Parental_3
FUCA2,3638.318989,3538.767005,3609.669595,3489.65076,3578.715206
FUK,985.7793586,970.6094317,1031.062909,1034.854115,953.0185501
FUNDC1,1295.110123,1202.847525,979.7945875,989.4159543,1049.299534
FUNDC2,1497.931393,1386.138577,1405.131773,1301.803311,1268.787539
FUNDC2P2,1.133079723,0,0.94941336,0,1.631881079
FUOM,0,0,0,0,0
FURIN,1832.189911,1940.177437,1696.601674,1774.360184,1571.501479
FUS,9486.143437,9054.161372,7431.058369,7029.283496,7406.292277
FUT1,375.0493882,480.0975837,425.3371853,396.4479541,359.0138374
FUT10,171.0950381,146.8411265,192.7309121,152.2178391,166.45187
FUT11,92.91253725,92.68695217,120.5754967,136.3144828,111.7838539
FUT2,273.0722131,291.5994001,814.5966629,773.5846899,796.3579665
FUT3,1141.011281,1275.747375,2351.696893,2450.252828,2192.43223
FUT4,1097.954251,1068.503516,2573.859619,2525.225794,2746.455856
FUT5,2.266159445,2.082852858,4.7470668,10.22358621,8.975345934
FUT6,70.2509428,64.56843859,113.9296032,103.3718161,96.28098366
FUT7,1.133079723,1.041426429,2.84824008,0,0
FUT8,1382.357261,1313.238727,2214.981369,2190.119357,2292.792916
FUT8-AS1,3.399239168,8.331411431,18.9882672,15.90335633,17.95069187
FUT9,26.06083362,33.32564572,20.88709392,24.99098851,23.66227564
FUZ,4.53231889,5.207132144,0.94941336,0,1.631881079
FXN,637.9238838,565.4945509,439.5783857,415.7591725,445.5035345
FXR1,7872.637912,6858.83446,8626.369789,8524.198991,9040.621177
FXR2,3173.756303,3265.913281,2920.395495,2726.289656,2671.389326
FXYD1,39.65779029,42.69848358,101.5872295,106.7796782,92.20128096
FXYD2,0,0,0,0,0
FXYD3,8359.862193,8447.009764,28598.22923,28843.00861,27691.39003
FXYD4,0,0,0.94941336,0,0
FXYD5,13347.67913,13427.11095,27897.56217,28111.45422,25478.55929
FXYD6,0,0,0,0,0.815940539
FXYD6-FXYD2,0,0,0,0,0
FXYD7,6.798478335,6.248558573,32.28005424,17.03931035,22.8463351
FYB,92.91253725,101.0183636,188.9332586,169.2571495,164.0040484
FYCO1,1980.623355,2001.621596,2084.911738,2160.584552,2195.695992
FYN,40.79087001,21.86995501,37.9765344,27.26289656,27.74197834
FYTTD1,3656.448265,3250.291884,3784.361653,3703.210116,4016.875276
FZD1,481.5588821,460.3104816,129.120217,110.1875403,118.3113782
FZD10,150.6996031,132.2611565,188.9332586,244.230115,212.1445403
FZD10-AS1,173.3611975,184.3324779,187.0344319,235.1424828,207.248897
FZD2,1325.703275,1166.3976,1182.019633,1204.111265,1033.796663
FZD3,626.5930866,573.8259623,623.7645775,581.6084599,664.1755991
FZD4,563.1406221,575.9088152,638.0057779,671.3488278,640.5133235
FZD5,836.2128352,767.5312781,846.8767171,888.3160462,847.7622205
FZD6,4590.105956,4452.097983,4403.379164,4275.730944,4561.923556
FZD7,335.3915979,350.9607065,280.0769412,294.212092,285.5791888
FZD8,10.1977175,5.207132144,6.64589352,17.03931035,7.343464855
FZD9,97.44485614,95.81123145,32.28005424,40.89434484,18.76663241
FZR1,2182.311546,2178.664089,2142.825953,2117.418299,1906.853041
G0S2,3.399239168,0,0.94941336,1.135954023,0
G2E3,2527.900861,2278.641026,2733.361063,2848.972691,3006.740888
G3BP1,5715.25412,5095.699516,6114.222038,5682.042025,6032.248408
G3BP2,11071.32197,10079.9664,12047.10612,11610.58607,12634.02331
G6PC,13.59695667,21.86995501,11.39296032,12.49549426,7.343464855
G6PC2,0,0,0.94941336,0,0
G6PC3,1292.843963,1329.90155,1058.595896,968.9687819,980.7605284
G6PD,11032.79726,11044.32728,13219.63162,12609.08966,11595.33101
GAA,3344.851341,3445.038627,3831.832321,3989.47053,3526.495012
GAB1,522.3497521,556.121713,720.6047402,737.2341611,807.7811341
GAB2,1559.117698,1641.288052,1547.543777,1508.546943,1420.552479
GAB3,1.133079723,0,0.94941336,0,2.447821618
GAB4,0,0,0,1.135954023,0
GABARAP,4661.489978,5043.628195,5625.274158,5640.011726,5468.433495
GABARAPL1,1279.247007,1369.475754,1806.733624,1842.517426,1786.909781
GABARAPL2,2160.783031,2182.829795,2043.137551,2086.747541,2056.9861
GABARAPL3,0,0,0.94941336,1.135954023,1.631881079
GABBR1,1272.448528,1329.90155,1080.432404,1204.111265,1188.009425
GABBR2,5.665398613,3.124279287,0,2.271908047,0.815940539
GABPA,1902.440854,1899.561806,2081.114085,2054.940828,2268.3147
GABPB1,1381.224182,1327.818697,1124.105418,1123.458529,1171.690615
GABPB1-AS1,274.2052928,294.7236794,184.1861918,238.5503449,218.6720646
GABPB2,278.7376117,314.5107815,231.6568598,249.9098851,243.1502808
GABRA1,0,0,0,0,0
GABRA2,0,0,0.94941336,2.271908047,1.631881079
GABRA3,133.7034073,134.3440093,130.0696303,130.6347127,141.1577133
GABRA4,1.133079723,0,0.94941336,0,0.815940539
GABRA5,1.133079723,0,0,0,0
GABRA6,0,0,0,0,0
GABRB1,0,0,0,0,0
GABRB2,0,0,0,0,0
GABRB3,0,0,0,0,0
GABRD,2.266159445,5.207132144,1.89882672,0,3.263762158
GABRE,3250.805724,3465.867155,4490.725193,4685.810346,4491.75267
GABRG1,0,0,0.94941336,1.135954023,1.631881079
GABRG2,0,0,0,0,0
GABRG3,0,0,0,0,0
GABRP,1618.037844,1721.477887,895.2967985,1062.117012,974.2330041
GABRQ,7.931558058,5.207132144,16.14002712,13.63144828,16.31881079
GABRR1,0,2.082852858,0.94941336,0,0
GABRR2,5.665398613,12.49711715,2.84824008,15.90335633,8.975345934
GABRR3,0,0,0,0,0
GAD1,792.022726,784.1941009,649.3987382,637.2702071,669.8871829
GAD2,0,0,0,0,0
GADD45A,2591.353325,2760.821463,1864.647839,1877.732001,1905.22116
GADD45B,1833.322991,1998.497317,3240.347798,3578.255174,3156.058007
GADD45G,88.38021836,82.27268788,151.9061376,123.8189885,97.91286473
GADD45GIP1,2036.144261,1902.686086,1645.333353,1539.217702,1407.497431
GADL1,0,0,0,0,0
GAGE1,0,0,0.94941336,0,0
GAGE10,0,0,0,0,0
GAGE12B,0,0,0,0,0
GAGE12C,0,0,0,0,0
GAGE12D,0,0,0,0,0
GAGE12E,0,0,0,0,0
GAGE12F,0,0,0,0,0
GAGE12G,0,0,0,0,0
GAGE12H,0,0,0,0,0
GAGE12I,0,0,0,0,0
GAGE12J,0,0,0,0,0
GAGE13,0,0,0,0,0
GAGE2A,0,1.041426429,0,0,0
GAGE2B,0,0,0,0,0
GAGE2C,0,0,0,0,0
GAGE2D,0,0,0,0,0
GAGE2E,0,0,0,0,0
GAGE4,0,0,0,0,0
GAGE5,0,0,0,0,0
GAGE6,0,0,0,0,0
GAGE7,0,0,0,0,0
GAGE8,0,0,0,0,0
GAK,3946.516674,4197.989935,4362.554389,4399.549932,4136.818535
GAL,515.5512737,447.8133644,268.6839809,276.0368277,260.2850321
GAL3ST1,2.266159445,1.041426429,0,0,0
GAL3ST2,2.266159445,3.124279287,5.69648016,4.543816093,5.711583776
GAL3ST3,0,0,0,0,0
GAL3ST4,95.17869669,122.8883186,143.3614174,176.0728736,148.5011782
GALC,3245.140325,3584.589768,3601.124874,3690.714622,3724.768563
GALE,1601.041648,1674.613698,1472.540121,1477.876184,1369.964166
GALK1,1143.27744,1130.989102,943.7168798,1055.301288,913.8534042
GALK2,1138.745121,1140.36194,845.9273037,816.7509428,837.1549935
GALM,37.39163084,20.82852858,35.12829432,37.48648277,38.34920535
GALNS,550.6767451,498.8432594,533.5703083,605.4634944,496.091848
GALNT1,6201.345321,5745.549608,6683.870054,6431.77168,7024.432104
GALNT10,1187.467549,1127.864822,1391.839986,1315.434759,1329.167139
GALNT11,1041.300265,1108.07772,904.7909321,986.0080923,890.1911285
GALNT12,291.2014887,314.5107815,584.8386297,619.0949427,611.1394641
GALNT13,2.266159445,0,0,1.135954023,1.631881079
GALNT14,677.5816741,661.3057823,942.7674665,943.9777934,799.6217287
GALNT15,23.79467417,40.61563073,27.53298744,20.44717242,26.11009726
GALNT16,1.133079723,4.165705715,0.94941336,3.40786207,0.815940539
GALNT18,477.0265632,440.5233794,392.1077177,330.5626208,375.3326481
GALNT2,7097.611382,6509.956607,8127.927775,8156.149888,7788.96839
GALNT3,6774.683661,6717.200466,6234.797535,6253.426898,6693.160245
GALNT4,16.99619584,21.86995501,40.82477448,27.26289656,24.47821618
GALNT5,0,0,1.89882672,0,0.815940539
GALNT6,1777.802085,1769.383503,3165.344142,3190.894852,3015.716234
GALNT7,4830.318857,4674.963239,4818.272802,4614.245243,5049.040058
GALNT8,0,0,0,0,0
GALNT9,2.266159445,1.041426429,0,1.135954023,3.263762158
GALNTL5,0,0,0,0,0
GALNTL6,0,0,0.94941336,2.271908047,0
GALP,0,0,0,1.135954023,0
GALR1,0,0,0.94941336,0,0
GALR2,11.33079723,8.331411431,10.44354696,6.81572414,11.42316755
GALR3,4.53231889,3.124279287,2.84824008,2.271908047,1.631881079
GALT,641.3231229,662.3472088,701.616473,657.7173795,611.9554046
GAMT,6.798478335,4.165705715,2.84824008,4.543816093,4.079702697
GAN,531.4143899,480.0975837,434.8313189,415.7591725,470.7976913
GANAB,24789.51817,24723.46342,28276.3781,26733.54199,26587.42248
GANC,600.5322529,572.7845359,725.351807,679.300506,704.9726261
GAP43,0,0,0,0,0
GAPDH,182768.0254,176198.9375,105370.6418,101339.5944,98193.54828
GAPDHS,293.4676481,352.002133,320.9017157,333.9704829,286.3951293
GAPT,0,0,0,0,0
GAPVD1,3273.467318,2833.721313,3638.151995,3449.892369,3687.235298
GAR1,1244.121535,1144.527645,1082.33123,1112.098989,1165.16309
GAREM,1556.851539,1799.584869,1065.24179,1055.301288,1121.102301
GAREML,40.79087001,34.36707215,30.38122752,27.26289656,21.21445403
GARNL3,94.04561697,107.2669222,203.174459,236.2784369,212.9604808
GARS,10884.36381,15447.47822,11887.60468,11934.33297,12709.90578
GART,8024.470595,8166.866055,8679.536937,8286.7846,8693.030507
GAS1,4.53231889,9.37283786,7.59530688,5.679770117,5.711583776
GAS2,0,1.041426429,0,0,0
GAS2L1,1802.729839,1637.122346,1784.897117,1793.671403,1588.63623
GAS2L1P2,0,0,0,0,0
GAS2L2,31.72623223,14.57997,5.69648016,14.7674023,5.711583776
GAS2L3,513.2851143,461.351908,561.1032957,540.7141151,615.2191668
GAS5,3762.957758,4087.598733,3803.34992,3914.497564,4167.008335
GAS5-AS1,20.39543501,18.74567572,16.14002712,23.85503449,27.74197834
GAS6,895.1329808,831.0582902,1300.696303,1324.522391,1180.665961
GAS6-AS1,5.665398613,2.082852858,2.84824008,5.679770117,4.079702697
GAS6-AS2,64.58554418,43.73991001,56.01538824,55.66174714,55.48395668
GAS7,95.17869669,117.6811865,56.01538824,52.25388507,61.19554046
GAS8,877.0037052,875.8396267,832.6355167,820.1588048,824.9158854
GAST,0,0,1.89882672,4.543816093,1.631881079
GATA1,0,0,0.94941336,0,1.631881079
GATA2,1415.216573,1393.428562,2282.389717,2342.337196,2096.967186
GATA3,2246.89709,2234.901116,3224.20777,3148.864553,3062.224845
GATA3-AS1,10.1977175,12.49711715,10.44354696,15.90335633,14.68692971
GATA4,0,0,0,0,0
GATA5,41.92394973,54.1541743,26.58357408,23.85503449,25.29415672
GATA6,1596.509329,1854.78047,912.3862389,904.2194026,804.5173719
GATA6-AS1,32.85931195,39.5742043,18.9882672,21.58312644,14.68692971
GATAD1,2252.562488,2343.209465,1566.532044,1597.151357,1604.955041
GATAD2A,4293.239069,4162.581436,3871.707682,3658.907909,3457.140066
GATAD2B,3283.665036,3410.671554,3409.343376,3405.590162,3382.073536
GATC,1326.836355,1240.338877,1605.457992,1524.450299,1670.230284
GATM,2164.18227,2092.225696,8.54472024,11.35954023,11.42316755
GATS,454.3649687,512.381803,450.971346,410.0794024,428.3687832
GATSL2,805.6196827,823.7683052,632.3092977,659.9892876,598.0844154
GATSL3,183.558915,172.8767872,222.1627262,226.0548506,175.427216
GBA,2820.235429,2850.384136,2853.93656,2805.806438,2460.876667
GBA2,1151.208998,1161.190468,1250.377395,1265.452782,1198.616652
GBA3,0,0,0,0,0
GBAP1,168.8288787,199.9538743,188.9332586,184.0245518,185.2185025
GBAS,4209.391169,4319.836827,3183.382996,3270.411633,3330.669282
GBE1,897.3991402,837.3068488,687.3752726,661.1252416,692.733518
GBF1,3241.741086,3029.509482,3654.292023,3538.496783,3400.024228
GBGT1,0,0,0,0,0
GBP1,2543.763977,2382.783669,2571.011379,2440.029242,2797.044169
GBP1P1,1.133079723,2.082852858,4.7470668,11.35954023,6.527524316
GBP2,1649.764076,1688.152241,2036.491657,1987.919541,2005.581846
GBP3,926.859213,1001.852225,1451.653027,1513.090759,1602.507219
GBP4,72.51710224,69.77557073,380.7147573,435.0703909,473.2455129
GBP5,9.06463778,11.45569072,13.29178704,20.44717242,17.13475133
GBP6,62.31938474,63.52701216,240.2015801,265.8132415,260.2850321
GBP7,3.399239168,5.207132144,10.44354696,0,8.159405395
GBX1,0,0,0,0,0
GBX2,56.65398613,39.5742043,24.68474736,29.53480461,26.11009726
GC,1.133079723,0,0.94941336,2.271908047,0
GCA,1638.433279,1690.235094,1700.399328,1720.970345,1754.27216
GCAT,484.9581212,488.4289951,254.4427805,244.230115,247.2299835
GCC1,2038.410421,2154.711281,1672.86634,1594.879449,1653.911473
GCC2,1826.524513,1873.526146,2143.775367,2142.409288,2470.667953
GCDH,1150.075918,1244.504582,918.0827191,888.3160462,832.2593502
GCFC2,533.6805493,549.8731544,496.5431873,458.9254254,549.1279831
GCG,0,0,0,0,0.815940539
GCGR,0,0,0,1.135954023,1.631881079
GCH1,839.6120744,825.8511581,774.7213017,787.2161382,797.173907
GCHFR,198.2889514,219.7409765,290.5204882,315.7952185,271.7081996
GCK,0,0,0,0,0
GCKR,2.266159445,5.207132144,0.94941336,0,4.079702697
GCLC,8443.710092,8836.503249,7636.131654,7647.242485,7755.514828
GCLM,3626.988192,3441.914347,4127.099876,3980.382898,4003.004287
GCM1,21.52851473,20.82852858,10.44354696,12.49549426,17.95069187
GCM2,0,0,0,0,0
GCN1L1,7877.170231,7797.159673,10809.0711,10342.86138,10026.27735
GCNT1,8916.204336,8799.011897,11062.56447,11128.94157,11656.52655
GCNT2,2478.045353,2270.309615,2623.229114,2562.712277,2637.935764
GCNT3,186.9581542,265.5637394,127.2213902,134.0425748,119.1273188
GCNT4,12.46387695,28.11851358,37.9765344,60.20556324,45.69267021
GCNT7,6.798478335,14.57997,16.14002712,13.63144828,14.68692971
GCOM1,11.33079723,9.37283786,5.69648016,7.951678163,5.711583776
GCSAM,131.4372478,128.0954507,157.6026178,164.7133334,155.0287025
GCSAML,1.133079723,0,1.89882672,1.135954023,0.815940539
GCSAML-AS1,0,0,0,0,0
GCSH,3407.170726,3068.042259,2339.354519,2271.908047,2316.455192
GCSHP3,116.7072114,90.60409931,108.233123,95.42013796,133.8142485
GDA,0,0,0.94941336,0,0
GDAP1,1259.984651,1164.314747,2399.167561,2320.75407,2506.569337
GDAP1L1,2.266159445,3.124279287,1.89882672,0,2.447821618
GDAP2,1266.78313,1293.451625,1195.31142,1239.325839,1327.535258
GDE1,4600.303673,4416.689485,4476.483992,4522.232967,4458.299108
GDF1,0,0,0,0,0
GDF10,0,0,0,0,0
GDF11,333.1254384,342.6292951,385.4618241,326.0188047,367.1732428
GDF15,10377.87718,13447.93948,5827.499204,5661.594852,5392.551025
GDF2,0,0,0,0,0
GDF3,0,0,0,0,0
GDF5,0,3.124279287,0,0,3.263762158
GDF6,0,0,0.94941336,1.135954023,2.447821618
GDF7,0,0,0,0,0
GDF9,21.52851473,26.03566072,34.17888096,38.62243679,26.9260378
GDI1,5118.121107,4959.272654,4925.556512,4995.925795,4587.217713
GDI2,11205.02538,10691.28372,13796.87495,13590.55394,14350.76221
GDNF,2.266159445,1.041426429,0.94941336,2.271908047,0.815940539
GDNF-AS1,0,0,0,0,0.815940539
GDPD1,297.999967,449.8962173,249.6957137,254.4537012,244.7821618
GDPD2,11.33079723,5.207132144,11.39296032,10.22358621,8.159405395
GDPD3,370.5170693,327.0078987,639.9046046,656.5814255,631.5379775
GDPD4,0,0,1.89882672,2.271908047,0.815940539
GDPD5,592.6006949,539.4588901,795.6083957,854.2374255,727.0030207
GDPGP1,78.18250085,61.4441593,69.30717528,82.9246437,70.17088639
GEM,46.45626862,34.36707215,4.7470668,5.679770117,4.895643237
GEMIN2,617.5284488,588.4059323,513.6326277,500.9557243,527.0975885
GEMIN4,2449.71836,2165.125546,1920.663227,1860.69269,1735.505527
GEMIN5,1332.501754,1233.048892,1261.770355,1187.071954,1355.277236
GEMIN6,449.8326498,410.322013,344.6370497,268.0851495,288.842951
GEMIN7,1335.900993,1295.534477,1125.054832,1149.585472,1089.28062
GEMIN8,609.5968907,650.891518,506.0373209,530.4905289,514.0425399
GEMIN8P4,73.65018196,69.77557073,75.9530688,68.1572414,74.25058909
GEN1,2319.414192,2359.872288,2757.096397,2605.87853,3124.236326
GET4,3432.09848,3511.689918,3056.161606,3172.719587,2725.241402
GFAP,0,2.082852858,1.89882672,3.40786207,4.895643237
GFER,1091.155773,1042.467855,1093.724191,1071.204644,924.4606312
GFI1,232.2813431,208.2852858,266.7851542,332.8345288,284.7632483
GFI1B,0,0,0,0,0
GFM1,3165.824745,3030.550908,2553.921938,2438.893288,2697.499423
GFM2,1625.969402,1471.535544,2490.311243,2618.374024,2712.186353
GFOD1,721.7717832,677.9686052,682.6282058,623.6387588,590.7409506
GFOD2,1922.836289,1889.147542,1418.42356,1447.205426,1268.787539
GFPT1,4824.653458,4667.673254,6880.39862,7057.682347,7323.066342
GFPT2,1256.585412,1278.871655,131.0190437,122.6830345,113.415735
GFRA1,1.133079723,3.124279287,1.89882672,2.271908047,1.631881079
GFRA2,0,0,0,0,0
GFRA3,4.53231889,1.041426429,5.69648016,7.951678163,6.527524316
GFRA4,0,0,0,0,0
GFRAL,6.798478335,4.165705715,3.79765344,7.951678163,9.791286473
GFY,4.53231889,1.041426429,1.89882672,1.135954023,1.631881079
GGA1,1521.726067,1667.323713,1491.528389,1532.401977,1473.588614
GGA2,2890.486372,2747.282919,2672.598608,2607.014484,2646.91111
GGA3,2626.478797,2495.257724,2851.08832,2958.024277,2820.706445
GGACT,284.4030104,231.1966672,185.1356052,165.8492874,160.7402863
GGCT,8971.725243,8654.253624,7156.677907,6871.385887,7380.182179
GGCX,2159.649951,2183.871221,2882.418961,2817.165978,2815.810802
GGH,2377.201258,2160.95984,2755.197571,2735.377288,2844.368721
GGN,19.26235528,18.74567572,25.63416072,20.44717242,25.29415672
GGNBP1,1.133079723,4.165705715,0.94941336,2.271908047,1.631881079
GGNBP2,4087.018559,4011.574604,4483.129886,4592.662116,4686.762459
GGPS1,1690.554946,1729.809298,2003.26219,1927.713978,2085.544019
GGT1,158.6311612,190.5810365,776.6201285,791.7599543,651.1205505
GGT3P,3.399239168,5.207132144,1.89882672,1.135954023,2.447821618
GGT5,915.5284158,952.9051824,140.5131773,159.0335633,128.1026647
GGT6,1972.691797,2025.574404,2643.166794,2733.10538,2466.588251
GGT7,273.0722131,321.8007665,329.4464359,420.3029886,331.271859
GGT8P,4.53231889,9.37283786,17.08944048,26.12694254,17.13475133
GGTA1P,2.266159445,0,0,0,0
GGTLC1,0,1.041426429,1.89882672,1.135954023,4.895643237
GGTLC2,5.665398613,2.082852858,1.89882672,5.679770117,4.079702697
GH1,0,0,0,0,0
GH2,0,0,0,0,0
GHDC,1031.102547,1019.556474,1185.817287,1147.313564,1032.980723
GHITM,7940.622695,7599.288651,7618.0928,7482.529152,7571.928206
GHR,14.73003639,6.248558573,7.59530688,3.40786207,10.60722701
GHRH,0,0,0,0,0
GHRHR,0,0,0,0,0
GHRL,1.133079723,2.082852858,1.89882672,3.40786207,2.447821618
GHRLOS,21.52851473,20.82852858,25.63416072,31.80671265,33.45356212
GHSR,0,0,1.89882672,1.135954023,0.815940539
GID4,545.0113465,556.121713,471.8584399,480.5085519,464.270167
GID8,4889.239003,4732.241693,4773.650374,4661.955312,4770.804334
GIF,0,0,0,0,0
GIGYF1,4116.478632,4265.682653,4221.091798,4555.175634,3971.998546
GIGYF2,2660.471188,2573.364706,2780.831731,2726.289656,2627.328537
GIMAP1,6.798478335,7.289985002,13.29178704,5.679770117,17.13475133
GIMAP1-GIMAP5,0,0,0,0,0
GIMAP2,62.31938474,80.18983502,152.855551,160.1695173,181.1387998
GIMAP4,0,0,0,0,0
GIMAP5,0,0,0,0,0
GIMAP6,0,0,0,0,0
GIMAP7,0,0,0,0,0
GIMAP8,0,0,0,0,0
GIMD1,0,0,0,0,0.815940539
GIN1,252.6767781,265.5637394,291.4699015,270.3570576,257.8372105
GINM1,1492.265995,1373.64146,1514.314309,1593.743495,1649.831771
GINS1,1138.745121,934.1595067,1113.661871,1108.691127,1114.574777
GINS2,2888.220213,2649.388835,1672.86634,1571.024414,1593.531874
GINS3,1337.034073,1259.084552,996.884028,928.0744371,981.576469
GINS4,5118.121107,4741.614531,5197.088732,5204.941335,5272.607766
GIP,0,0,0,0,0
GIPC1,10742.72885,10609.01103,11416.69565,11673.06354,10244.94941
GIPC2,1.133079723,1.041426429,0.94941336,0,2.447821618
GIPC3,0,0,0,1.135954023,0
GIPR,70.2509428,78.10698216,97.78957608,101.0999081,96.28098366
GIT1,3212.281013,3305.487485,3165.344142,3152.272415,2788.884764
GIT2,1214.661463,1038.30215,1840.912505,1830.021932,1837.498095
GJA1,0,1.041426429,2.84824008,4.543816093,1.631881079
GJA10,0,0,0,0,0
GJA3,10.1977175,3.124279287,0.94941336,2.271908047,2.447821618
GJA4,0,0,0,0,0.815940539
GJA5,395.4448232,290.5579737,31.33064088,30.67075863,17.13475133
GJA8,0,0,0,0,0
GJA9,0,0,0,0,0
GJA9-MYCBP,1.133079723,1.041426429,1.89882672,2.271908047,2.447821618
GJB1,0,0,0,1.135954023,0
GJB2,680.9809132,660.2643559,340.8393962,323.7468967,342.6950266
GJB3,1731.345816,1549.642526,1560.835564,1425.622299,1409.129312
GJB4,7.931558058,5.207132144,12.34237368,4.543816093,10.60722701
GJB5,307.0646048,272.8537244,356.9794233,357.8255174,319.0327509
GJB6,56.65398613,77.06555574,8.54472024,14.7674023,13.87098917
GJB7,2.266159445,3.124279287,1.89882672,4.543816093,1.631881079
GJC1,1870.714622,1641.288052,1384.244679,1511.954805,1502.146533
GJC2,27.19391334,43.73991001,46.52125464,31.80671265,28.55791888
GJC3,16.99619584,27.07708715,11.39296032,12.49549426,9.791286473
GJD2,0,0,0,0,0
GJD3,517.8174332,556.121713,519.3291079,530.4905289,448.7672967
GJD4,0,2.082852858,2.84824008,2.271908047,0
GK,113.3079723,131.21973,56.01538824,52.25388507,53.03613506
GK2,0,0,0,0,0
GK3P,7.931558058,7.289985002,18.9882672,17.03931035,16.31881079
GK5,1591.97701,1565.263923,1595.963858,1621.006391,1759.167803
GKAP1,167.6957989,153.089685,104.4354696,144.266161,125.6548431
GKN1,0,0,0,0,0
GKN2,1.133079723,2.082852858,0,1.135954023,2.447821618
GLA,1935.300166,1785.004899,1612.103885,1644.861426,1607.402863
GLB1,2362.471221,2555.660456,3892.594776,3703.210116,3674.99619
GLB1L,138.2357261,134.3440093,164.2485113,160.1695173,152.5808809
GLB1L2,152.9657625,164.5453758,0,2.271908047,0
GLB1L3,21.52851473,17.70424929,23.735334,22.71908047,20.39851349
GLCCI1,533.6805493,565.4945509,463.3137197,432.7984829,472.4295723
GLCE,1131.946643,1065.379237,781.3671953,773.5846899,848.578161
GLDC,176.7604367,193.7053158,189.882672,182.8885978,201.5373132
GLDN,45.3231889,44.78133644,199.3768056,163.5773794,220.3039457
GLE1,3557.870329,3493.985669,3178.635929,3043.220829,3176.45652
GLG1,7590.501061,7673.229928,6987.682329,6589.669289,6817.999148
GLI1,1.133079723,2.082852858,0.94941336,0,1.631881079
GLI2,0,0,4.7470668,1.135954023,0
GLI3,138.2357261,129.1368772,487.998467,503.2276323,488.7483831
GLI4,223.2167053,252.0251958,432.9324921,455.5175634,392.4673995
GLIDR,235.6805823,225.9895351,187.9838453,202.1998162,178.6909781
GLIPR1,495.1558387,401.9906015,141.4625906,117.0032644,161.5562268
GLIPR1L1,3.399239168,2.082852858,5.69648016,7.951678163,6.527524316
GLIPR1L2,54.38782668,60.40273287,66.4589352,53.3898391,69.35494585
GLIPR2,206.2205095,225.9895351,90.1942692,87.4684598,99.54474581
GLIS1,0,0,2.84824008,1.135954023,0.815940539
GLIS2,496.2889185,476.9733044,456.6678261,437.342299,357.3819563
GLIS3,330.859279,373.872088,169.9449914,135.1785288,126.4707836
GLIS3-AS1,1.133079723,3.124279287,0,0,0
GLMN,482.6919618,517.5889351,470.9090265,493.0040461,554.8395668
GLO1,11799.89223,10664.20663,7353.206473,7236.027129,7938.285508
GLOD4,3100.106121,2994.100983,2608.0385,2669.491955,2662.41398
GLOD5,1.133079723,0,2.84824008,3.40786207,4.079702697
GLP1R,0,0,0,0,0
GLP2R,6.798478335,1.041426429,0.94941336,2.271908047,0.815940539
GLRA1,0,2.082852858,0,0,0.815940539
GLRA2,9.06463778,18.74567572,8.54472024,6.81572414,6.527524316
GLRA3,14.73003639,14.57997,2.84824008,3.40786207,1.631881079
GLRA4,2.266159445,0,0,1.135954023,0.815940539
GLRB,455.4980485,486.3461423,111.0813631,105.6437242,91.38534042
GLRX,515.5512737,615.4830195,818.3943163,840.6059773,900.7983556
GLRX2,786.3573274,761.2827195,563.0021225,507.7714484,620.9307505
GLRX3,3305.193551,3168.019197,2763.742291,2667.220047,2881.086045
GLRX5,2532.43318,2401.529345,2152.320087,1962.928552,2126.341046
GLS,2116.592922,1881.857557,1656.726313,1548.305334,1723.266419
GLS2,86.11405891,97.89408431,146.2096574,164.7133334,120.7591998
GLT1D1,0,0,0,0,0
GLT6D1,0,0,0,0,0
GLT8D1,966.5170033,977.8994167,1076.63475,1090.515862,1089.28062
GLT8D2,5.665398613,0,5.69648016,5.679770117,13.05504863
GLTP,1163.672875,1193.474687,1651.979246,1675.532184,1573.13336
GLTPD1,1105.885809,1032.053591,924.7286126,936.0261152,837.1549935
GLTPD2,48.72242807,45.82276287,48.42008136,35.21457472,31.0057405
GLTSCR1,1725.680417,1892.271821,2183.650728,2323.025978,1977.023927
GLTSCR1L,1172.737513,1289.285919,957.9580802,946.2497014,979.9445879
GLTSCR2,6270.463184,6326.665555,7445.299569,7638.154853,6985.266958
GLUD1,3713.102251,3686.649558,4967.330699,4807.357427,4976.42135
GLUD1P3,65.71862391,88.52124645,85.4472024,111.3234943,79.14623233
GLUD1P7,4.53231889,2.082852858,4.7470668,6.81572414,5.711583776
GLUD2,45.3231889,52.07132144,56.9648016,73.83701152,58.74771884
GLUL,11351.19266,12406.51305,16935.63552,17108.60355,16410.19613
GLYAT,0,0,0,1.135954023,0
GLYATL1,7.931558058,16.66282286,13.29178704,19.3112184,13.87098917
GLYATL2,2427.056766,2490.050591,5772.433229,5536.63991,5921.280495
GLYATL3,0,1.041426429,0,0,0
GLYCAM1,0,0,0,0,0
GLYCTK,123.5056898,152.0482586,97.78957608,103.3718161,104.4403891
GLYR1,3893.261927,3712.685219,3660.937916,3501.0103,3546.077584
GM140,0,0,0,0,0
GM2A,3505.748661,3345.061689,6207.264547,6294.321243,5977.580392
GMCL1,690.045551,594.6544909,703.5152997,699.7476784,709.0523288
GMCL1P1,62.31938474,53.11274787,61.7118684,77.24487359,71.80276747
GMDS,2481.444592,2540.03906,3343.833854,3306.762162,3154.426126
GMDS-AS1,46.45626862,54.1541743,68.35776192,77.24487359,62.011481
